 human_inf_a_1: "£unit_1£ Human Archer"
 red_dragonflight_inf_c_5: "£unit_5£ Red Dragon Spellcaster"
 red_dragonflight_inf_c_5DESCR: ""
 red_dragonflight_cav_a_5: "£unit_5£ Red Dragon Light Cavalry"
 red_dragonflight_cav_a_5DESCR: ""
 red_dragonflight_cav_b_5: "£unit_5£ Red Dragon Heavy Cavalry"
 red_dragonflight_cav_b_5DESCR: ""
 red_dragonflight_art_a_5: "£unit_5£ Red Dragon Catapult"
 red_dragonflight_art_a_5DESCR: ""
 red_dragonflight_art_b_5: "£unit_5£ Red Dragon Trebuchet"
 red_dragonflight_art_b_5DESCR: ""

 green_dragonflight_inf_a_1: "£unit_1£ Green Dragon Archer"
 green_dragonflight_inf_a_1DESCR: ""
 green_dragonflight_inf_b_1: "£unit_1£ Green Dragon Warrior"
 green_dragonflight_inf_b_1DESCR: ""
 green_dragonflight_inf_c_1: "£unit_1£ Green Dragon Spellcaster"
 green_dragonflight_inf_c_1DESCR: ""
 green_dragonflight_cav_a_1: "£unit_1£ Green Dragon Light Cavalry"
 green_dragonflight_cav_a_1DESCR: ""
 green_dragonflight_cav_b_1: "£unit_1£ Green Dragon Heavy Cavalry"
 green_dragonflight_cav_b_1DESCR: ""
 green_dragonflight_art_a_1: "£unit_1£ Green Dragon Catapult"
 green_dragonflight_art_a_1DESCR: ""
 green_dragonflight_art_b_1: "£unit_1£ Green Dragon Trebuchet"
 green_dragonflight_art_b_1DESCR: ""
 green_dragonflight_inf_a_2: "£unit_2£ Green Dragon Archer"
 green_dragonflight_inf_a_2DESCR: ""
 green_dragonflight_inf_b_2: "£unit_2£ Green Dragon Warrior"
 green_dragonflight_inf_b_2DESCR: ""
 green_dragonflight_inf_c_2: "£unit_2£ Green Dragon Spellcaster"
 green_dragonflight_inf_c_2DESCR: ""
 green_dragonflight_cav_a_2: "£unit_2£ Green Dragon Light Cavalry"
 green_dragonflight_cav_a_2DESCR: ""
 green_dragonflight_cav_b_2: "£unit_2£ Green Dragon Heavy Cavalry"
 green_dragonflight_cav_b_2DESCR: ""
 green_dragonflight_art_a_2: "£unit_2£ Green Dragon Catapult"
 green_dragonflight_art_a_2DESCR: ""
 green_dragonflight_art_b_2: "£unit_2£ Green Dragon Trebuchet"
 green_dragonflight_art_b_2DESCR: ""
 green_dragonflight_inf_a_3: "£unit_3£ Green Dragon Archer"
 green_dragonflight_inf_a_3DESCR: ""
 green_dragonflight_inf_b_3: "£unit_3£ Green Dragon Warrior"
 green_dragonflight_inf_b_3DESCR: ""
 green_dragonflight_inf_c_3: "£unit_3£ Green Dragon Spellcaster"
 green_dragonflight_inf_c_3DESCR: ""
 green_dragonflight_cav_a_3: "£unit_3£ Green Dragon Light Cavalry"
 green_dragonflight_cav_a_3DESCR: ""
 green_dragonflight_cav_b_3: "£unit_3£ Green Dragon Heavy Cavalry"
 green_dragonflight_cav_b_3DESCR: ""
 green_dragonflight_art_a_3: "£unit_3£ Green Dragon Catapult"
 green_dragonflight_art_a_3DESCR: ""
 green_dragonflight_art_b_3: "£unit_3£ Green Dragon Trebuchet"
 green_dragonflight_art_b_3DESCR: ""
 green_dragonflight_inf_a_4: "£unit_4£ Green Dragon Archer"
 green_dragonflight_inf_a_4DESCR: ""
 green_dragonflight_inf_b_4: "£unit_4£ Green Dragon Warrior"
 green_dragonflight_inf_b_4DESCR: ""
 green_dragonflight_inf_c_4: "£unit_4£ Green Dragon Spellcaster"
 green_dragonflight_inf_c_4DESCR: ""
 green_dragonflight_cav_a_4: "£unit_4£ Green Dragon Light Cavalry"
 green_dragonflight_cav_a_4DESCR: ""
 green_dragonflight_cav_b_4: "£unit_4£ Green Dragon Heavy Cavalry"
 green_dragonflight_cav_b_4DESCR: ""
 green_dragonflight_art_a_4: "£unit_4£ Green Dragon Catapult"
 green_dragonflight_art_a_4DESCR: ""
 green_dragonflight_art_b_4: "£unit_4£ Green Dragon Trebuchet"
 green_dragonflight_art_b_4DESCR: ""
 green_dragonflight_inf_a_5: "£unit_5£ Green Dragon Archer"
 green_dragonflight_inf_a_5DESCR: ""
 green_dragonflight_inf_b_5: "£unit_5£ Green Dragon Warrior"
 green_dragonflight_inf_b_5DESCR: ""
 green_dragonflight_inf_c_5: "£unit_5£ Green Dragon Spellcaster"
 green_dragonflight_inf_c_5DESCR: ""
 green_dragonflight_cav_a_5: "£unit_5£ Green Dragon Light Cavalry"
 green_dragonflight_cav_a_5DESCR: ""
 green_dragonflight_cav_b_5: "£unit_5£ Green Dragon Heavy Cavalry"
 green_dragonflight_cav_b_5DESCR: ""
 green_dragonflight_art_a_5: "£unit_5£ Green Dragon Catapult"
 green_dragonflight_art_a_5DESCR: ""
 green_dragonflight_art_b_5: "£unit_5£ Green Dragon Trebuchet"
 green_dragonflight_art_b_5DESCR: ""

 black_dragonflight_inf_a_1: "£unit_1£ Black Dragon Archer"
 black_dragonflight_inf_a_1DESCR: ""
 black_dragonflight_inf_b_1: "£unit_1£ Black Dragon Warrior"
 black_dragonflight_inf_b_1DESCR: ""
 black_dragonflight_inf_c_1: "£unit_1£ Black Dragon Spellcaster"
 black_dragonflight_inf_c_1DESCR: ""
 black_dragonflight_cav_a_1: "£unit_1£ Black Dragon Light Cavalry"
 black_dragonflight_cav_a_1DESCR: ""
 black_dragonflight_cav_b_1: "£unit_1£ Black Dragon Heavy Cavalry"
 black_dragonflight_cav_b_1DESCR: ""
 black_dragonflight_art_a_1: "£unit_1£ Black Dragon Catapult"
 black_dragonflight_art_a_1DESCR: ""
 black_dragonflight_art_b_1: "£unit_1£ Black Dragon Trebuchet"
 black_dragonflight_art_b_1DESCR: ""
 black_dragonflight_inf_a_2: "£unit_2£ Black Dragon Archer"
 black_dragonflight_inf_a_2DESCR: ""
 black_dragonflight_inf_b_2: "£unit_2£ Black Dragon Warrior"
 black_dragonflight_inf_b_2DESCR: ""
 black_dragonflight_inf_c_2: "£unit_2£ Black Dragon Spellcaster"
 black_dragonflight_inf_c_2DESCR: ""
 black_dragonflight_cav_a_2: "£unit_2£ Black Dragon Light Cavalry"
 black_dragonflight_cav_a_2DESCR: ""
 black_dragonflight_cav_b_2: "£unit_2£ Black Dragon Heavy Cavalry"
 black_dragonflight_cav_b_2DESCR: ""
 black_dragonflight_art_a_2: "£unit_2£ Black Dragon Catapult"
 black_dragonflight_art_a_2DESCR: ""
 black_dragonflight_art_b_2: "£unit_2£ Black Dragon Trebuchet"
 black_dragonflight_art_b_2DESCR: ""
 black_dragonflight_inf_a_3: "£unit_3£ Black Dragon Archer"
 black_dragonflight_inf_a_3DESCR: ""
 black_dragonflight_inf_b_3: "£unit_3£ Black Dragon Warrior"
 black_dragonflight_inf_b_3DESCR: ""
 black_dragonflight_inf_c_3: "£unit_3£ Black Dragon Spellcaster"
 black_dragonflight_inf_c_3DESCR: ""
 black_dragonflight_cav_a_3: "£unit_3£ Black Dragon Light Cavalry"
 black_dragonflight_cav_a_3DESCR: ""
 black_dragonflight_cav_b_3: "£unit_3£ Black Dragon Heavy Cavalry"
 black_dragonflight_cav_b_3DESCR: ""
 black_dragonflight_art_a_3: "£unit_3£ Black Dragon Catapult"
 black_dragonflight_art_a_3DESCR: ""
 black_dragonflight_art_b_3: "£unit_3£ Black Dragon Trebuchet"
 black_dragonflight_art_b_3DESCR: ""
 black_dragonflight_inf_a_4: "£unit_4£ Black Dragon Archer"
 black_dragonflight_inf_a_4DESCR: ""
 black_dragonflight_inf_b_4: "£unit_4£ Black Dragon Warrior"
 black_dragonflight_inf_b_4DESCR: ""
 black_dragonflight_inf_c_4: "£unit_4£ Black Dragon Spellcaster"
 black_dragonflight_inf_c_4DESCR: ""
 black_dragonflight_cav_a_4: "£unit_4£ Black Dragon Light Cavalry"
 black_dragonflight_cav_a_4DESCR: ""
 black_dragonflight_cav_b_4: "£unit_4£ Black Dragon Heavy Cavalry"
 black_dragonflight_cav_b_4DESCR: ""
 black_dragonflight_art_a_4: "£unit_4£ Black Dragon Catapult"
 black_dragonflight_art_a_4DESCR: ""
 black_dragonflight_art_b_4: "£unit_4£ Black Dragon Trebuchet"
 black_dragonflight_art_b_4DESCR: ""
 black_dragonflight_inf_a_5: "£unit_5£ Black Dragon Archer"
 black_dragonflight_inf_a_5DESCR: ""
 black_dragonflight_inf_b_5: "£unit_5£ Black Dragon Warrior"
 black_dragonflight_inf_b_5DESCR: ""
 black_dragonflight_inf_c_5: "£unit_5£ Black Dragon Spellcaster"
 black_dragonflight_inf_c_5DESCR: ""
 black_dragonflight_cav_a_5: "£unit_5£ Black Dragon Light Cavalry"
 black_dragonflight_cav_a_5DESCR: ""
 black_dragonflight_cav_b_5: "£unit_5£ Black Dragon Heavy Cavalry"
 black_dragonflight_cav_b_5DESCR: ""
 black_dragonflight_art_a_5: "£unit_5£ Black Dragon Catapult"
 black_dragonflight_art_a_5DESCR: ""
 black_dragonflight_art_b_5: "£unit_5£ Black Dragon Trebuchet"
 black_dragonflight_art_b_5DESCR: ""

 blue_dragonflight_inf_a_1: "£unit_1£ Blue Dragon Archer"
 blue_dragonflight_inf_a_1DESCR: ""
 blue_dragonflight_inf_b_1: "£unit_1£ Blue Dragon Warrior"
 blue_dragonflight_inf_b_1DESCR: ""
 blue_dragonflight_inf_c_1: "£unit_1£ Blue Dragon Spellcaster"
 blue_dragonflight_inf_c_1DESCR: ""
 blue_dragonflight_cav_a_1: "£unit_1£ Blue Dragon Light Cavalry"
 blue_dragonflight_cav_a_1DESCR: ""
 blue_dragonflight_cav_b_1: "£unit_1£ Blue Dragon Heavy Cavalry"
 blue_dragonflight_cav_b_1DESCR: ""
 blue_dragonflight_art_a_1: "£unit_1£ Blue Dragon Catapult"
 blue_dragonflight_art_a_1DESCR: ""
 blue_dragonflight_art_b_1: "£unit_1£ Blue Dragon Trebuchet"
 blue_dragonflight_art_b_1DESCR: ""
 blue_dragonflight_inf_a_2: "£unit_2£ Blue Dragon Archer"
 blue_dragonflight_inf_a_2DESCR: ""
 blue_dragonflight_inf_b_2: "£unit_2£ Blue Dragon Warrior"
 blue_dragonflight_inf_b_2DESCR: ""
 blue_dragonflight_inf_c_2: "£unit_2£ Blue Dragon Spellcaster"
 blue_dragonflight_inf_c_2DESCR: ""
 blue_dragonflight_cav_a_2: "£unit_2£ Blue Dragon Light Cavalry"
 blue_dragonflight_cav_a_2DESCR: ""
 blue_dragonflight_cav_b_2: "£unit_2£ Blue Dragon Heavy Cavalry"
 blue_dragonflight_cav_b_2DESCR: ""
 blue_dragonflight_art_a_2: "£unit_2£ Blue Dragon Catapult"
 blue_dragonflight_art_a_2DESCR: ""
 blue_dragonflight_art_b_2: "£unit_2£ Blue Dragon Trebuchet"
 blue_dragonflight_art_b_2DESCR: ""
 blue_dragonflight_inf_a_3: "£unit_3£ Blue Dragon Archer"
 blue_dragonflight_inf_a_3DESCR: ""
 blue_dragonflight_inf_b_3: "£unit_3£ Blue Dragon Warrior"
 blue_dragonflight_inf_b_3DESCR: ""
 blue_dragonflight_inf_c_3: "£unit_3£ Blue Dragon Spellcaster"
 blue_dragonflight_inf_c_3DESCR: ""
 blue_dragonflight_cav_a_3: "£unit_3£ Blue Dragon Light Cavalry"
 blue_dragonflight_cav_a_3DESCR: ""
 blue_dragonflight_cav_b_3: "£unit_3£ Blue Dragon Heavy Cavalry"
 blue_dragonflight_cav_b_3DESCR: ""
 blue_dragonflight_art_a_3: "£unit_3£ Blue Dragon Catapult"
 blue_dragonflight_art_a_3DESCR: ""
 blue_dragonflight_art_b_3: "£unit_3£ Blue Dragon Trebuchet"
 blue_dragonflight_art_b_3DESCR: ""
 blue_dragonflight_inf_a_4: "£unit_4£ Blue Dragon Archer"
 blue_dragonflight_inf_a_4DESCR: ""
 blue_dragonflight_inf_b_4: "£unit_4£ Blue Dragon Warrior"
 blue_dragonflight_inf_b_4DESCR: ""
 blue_dragonflight_inf_c_4: "£unit_4£ Blue Dragon Spellcaster"
 blue_dragonflight_inf_c_4DESCR: ""
 blue_dragonflight_cav_a_4: "£unit_4£ Blue Dragon Light Cavalry"
 blue_dragonflight_cav_a_4DESCR: ""
 blue_dragonflight_cav_b_4: "£unit_4£ Blue Dragon Heavy Cavalry"
 blue_dragonflight_cav_b_4DESCR: ""
 blue_dragonflight_art_a_4: "£unit_4£ Blue Dragon Catapult"
 blue_dragonflight_art_a_4DESCR: ""
 blue_dragonflight_art_b_4: "£unit_4£ Blue Dragon Trebuchet"
 blue_dragonflight_art_b_4DESCR: ""
 blue_dragonflight_inf_a_5: "£unit_5£ Blue Dragon Archer"
 blue_dragonflight_inf_a_5DESCR: ""
 blue_dragonflight_inf_b_5: "£unit_5£ Blue Dragon Warrior"
 blue_dragonflight_inf_b_5DESCR: ""
 blue_dragonflight_inf_c_5: "£unit_5£ Blue Dragon Spellcaster"
 blue_dragonflight_inf_c_5DESCR: ""
 blue_dragonflight_cav_a_5: "£unit_5£ Blue Dragon Light Cavalry"
 blue_dragonflight_cav_a_5DESCR: ""
 blue_dragonflight_cav_b_5: "£unit_5£ Blue Dragon Heavy Cavalry"
 blue_dragonflight_cav_b_5DESCR: ""
 blue_dragonflight_art_a_5: "£unit_5£ Blue Dragon Catapult"
 blue_dragonflight_art_a_5DESCR: ""
 blue_dragonflight_art_b_5: "£unit_5£ Blue Dragon Trebuchet"
 blue_dragonflight_art_b_5DESCR: ""

 bronze_dragonflight_inf_a_1: "£unit_1£ Bronze Dragon Archer"
 bronze_dragonflight_inf_a_1DESCR: ""
 bronze_dragonflight_inf_b_1: "£unit_1£ Bronze Dragon Warrior"
 bronze_dragonflight_inf_b_1DESCR: ""
 bronze_dragonflight_inf_c_1: "£unit_1£ Bronze Dragon Spellcaster"
 bronze_dragonflight_inf_c_1DESCR: ""
 bronze_dragonflight_cav_a_1: "£unit_1£ Bronze Dragon Light Cavalry"
 bronze_dragonflight_cav_a_1DESCR: ""
 bronze_dragonflight_cav_b_1: "£unit_1£ Bronze Dragon Heavy Cavalry"
 bronze_dragonflight_cav_b_1DESCR: ""
 bronze_dragonflight_art_a_1: "£unit_1£ Bronze Dragon Catapult"
 bronze_dragonflight_art_a_1DESCR: ""
 bronze_dragonflight_art_b_1: "£unit_1£ Bronze Dragon Trebuchet"
 bronze_dragonflight_art_b_1DESCR: ""
 bronze_dragonflight_inf_a_2: "£unit_2£ Bronze Dragon Archer"
 bronze_dragonflight_inf_a_2DESCR: ""
 bronze_dragonflight_inf_b_2: "£unit_2£ Bronze Dragon Warrior"
 bronze_dragonflight_inf_b_2DESCR: ""
 bronze_dragonflight_inf_c_2: "£unit_2£ Bronze Dragon Spellcaster"
 bronze_dragonflight_inf_c_2DESCR: ""
 bronze_dragonflight_cav_a_2: "£unit_2£ Bronze Dragon Light Cavalry"
 bronze_dragonflight_cav_a_2DESCR: ""
 bronze_dragonflight_cav_b_2: "£unit_2£ Bronze Dragon Heavy Cavalry"
 bronze_dragonflight_cav_b_2DESCR: ""
 bronze_dragonflight_art_a_2: "£unit_2£ Bronze Dragon Catapult"
 bronze_dragonflight_art_a_2DESCR: ""
 bronze_dragonflight_art_b_2: "£unit_2£ Bronze Dragon Trebuchet"
 bronze_dragonflight_art_b_2DESCR: ""
 bronze_dragonflight_inf_a_3: "£unit_3£ Bronze Dragon Archer"
 bronze_dragonflight_inf_a_3DESCR: ""
 bronze_dragonflight_inf_b_3: "£unit_3£ Bronze Dragon Warrior"
 bronze_dragonflight_inf_b_3DESCR: ""
 bronze_dragonflight_inf_c_3: "£unit_3£ Bronze Dragon Spellcaster"
 bronze_dragonflight_inf_c_3DESCR: ""
 bronze_dragonflight_cav_a_3: "£unit_3£ Bronze Dragon Light Cavalry"
 bronze_dragonflight_cav_a_3DESCR: ""
 bronze_dragonflight_cav_b_3: "£unit_3£ Bronze Dragon Heavy Cavalry"
 bronze_dragonflight_cav_b_3DESCR: ""
 bronze_dragonflight_art_a_3: "£unit_3£ Bronze Dragon Catapult"
 bronze_dragonflight_art_a_3DESCR: ""
 bronze_dragonflight_art_b_3: "£unit_3£ Bronze Dragon Trebuchet"
 bronze_dragonflight_art_b_3DESCR: ""
 bronze_dragonflight_inf_a_4: "£unit_4£ Bronze Dragon Archer"
 bronze_dragonflight_inf_a_4DESCR: ""
 bronze_dragonflight_inf_b_4: "£unit_4£ Bronze Dragon Warrior"
 bronze_dragonflight_inf_b_4DESCR: ""
 bronze_dragonflight_inf_c_4: "£unit_4£ Bronze Dragon Spellcaster"
 bronze_dragonflight_inf_c_4DESCR: ""
 bronze_dragonflight_cav_a_4: "£unit_4£ Bronze Dragon Light Cavalry"
 bronze_dragonflight_cav_a_4DESCR: ""
 bronze_dragonflight_cav_b_4: "£unit_4£ Bronze Dragon Heavy Cavalry"
 bronze_dragonflight_cav_b_4DESCR: ""
 bronze_dragonflight_art_a_4: "£unit_4£ Bronze Dragon Catapult"
 bronze_dragonflight_art_a_4DESCR: ""
 bronze_dragonflight_art_b_4: "£unit_4£ Bronze Dragon Trebuchet"
 bronze_dragonflight_art_b_4DESCR: ""
 bronze_dragonflight_inf_a_5: "£unit_5£ Bronze Dragon Archer"
 bronze_dragonflight_inf_a_5DESCR: ""
 bronze_dragonflight_inf_b_5: "£unit_5£ Bronze Dragon Warrior"
 bronze_dragonflight_inf_b_5DESCR: ""
 bronze_dragonflight_inf_c_5: "£unit_5£ Bronze Dragon Spellcaster"
 bronze_dragonflight_inf_c_5DESCR: ""
 bronze_dragonflight_cav_a_5: "£unit_5£ Bronze Dragon Light Cavalry"
 bronze_dragonflight_cav_a_5DESCR: ""
 bronze_dragonflight_cav_b_5: "£unit_5£ Bronze Dragon Heavy Cavalry"
 bronze_dragonflight_cav_b_5DESCR: ""
 bronze_dragonflight_art_a_5: "£unit_5£ Bronze Dragon Catapult"
 bronze_dragonflight_art_a_5DESCR: ""
 bronze_dragonflight_art_b_5: "£unit_5£ Bronze Dragon Trebuchet"
 bronze_dragonflight_art_b_5DESCR: ""

 dwarf_inf_a_1: "£unit_1£ Dwarf Archer"
 dwarf_inf_a_1DESCR: ""
 dwarf_inf_b_1: "£unit_1£ Dwarf Warrior"
 dwarf_inf_b_1DESCR: ""
 dwarf_inf_c_1: "£unit_1£ Dwarf Spellcaster"
 dwarf_inf_c_1DESCR: ""
 dwarf_cav_a_1: "£unit_1£ Dwarf Light Cavalry"
 dwarf_cav_a_1DESCR: ""
 dwarf_cav_b_1: "£unit_1£ Dwarf Heavy Cavalry"
 dwarf_cav_b_1DESCR: ""
 dwarf_art_a_1: "£unit_1£ Dwarf Catapult"
 dwarf_art_a_1DESCR: ""
 dwarf_art_b_1: "£unit_1£ Dwarf Trebuchet"
 dwarf_art_b_1DESCR: ""
 dwarf_inf_a_2: "£unit_2£ Dwarf Archer"
 dwarf_inf_a_2DESCR: ""
 dwarf_inf_b_2: "£unit_2£ Dwarf Warrior"
 dwarf_inf_b_2DESCR: ""
 dwarf_inf_c_2: "£unit_2£ Dwarf Spellcaster"
 dwarf_inf_c_2DESCR: ""
 dwarf_cav_a_2: "£unit_2£ Dwarf Light Cavalry"
 dwarf_cav_a_2DESCR: ""
 dwarf_cav_b_2: "£unit_2£ Dwarf Heavy Cavalry"
 dwarf_cav_b_2DESCR: ""
 dwarf_art_a_2: "£unit_2£ Dwarf Catapult"
 dwarf_art_a_2DESCR: ""
 dwarf_art_b_2: "£unit_2£ Dwarf Trebuchet"
 dwarf_art_b_2DESCR: ""
 dwarf_inf_a_3: "£unit_3£ Dwarf Archer"
 dwarf_inf_a_3DESCR: ""
 dwarf_inf_b_3: "£unit_3£ Dwarf Warrior"
 dwarf_inf_b_3DESCR: ""
 dwarf_inf_c_3: "£unit_3£ Dwarf Spellcaster"
 dwarf_inf_c_3DESCR: ""
 dwarf_cav_a_3: "£unit_3£ Dwarf Light Cavalry"
 dwarf_cav_a_3DESCR: ""
 dwarf_cav_b_3: "£unit_3£ Dwarf Heavy Cavalry"
 dwarf_cav_b_3DESCR: ""
 dwarf_art_a_3: "£unit_3£ Dwarf Catapult"
 dwarf_art_a_3DESCR: ""
 dwarf_art_b_3: "£unit_3£ Dwarf Trebuchet"
 dwarf_art_b_3DESCR: ""
 dwarf_inf_a_4: "£unit_4£ Dwarf Archer"
 dwarf_inf_a_4DESCR: ""
 dwarf_inf_b_4: "£unit_4£ Dwarf Warrior"
 dwarf_inf_b_4DESCR: ""
 dwarf_inf_c_4: "£unit_4£ Dwarf Spellcaster"
 dwarf_inf_c_4DESCR: ""
 dwarf_cav_a_4: "£unit_4£ Dwarf Light Cavalry"
 dwarf_cav_a_4DESCR: ""
 dwarf_cav_b_4: "£unit_4£ Dwarf Heavy Cavalry"
 dwarf_cav_b_4DESCR: ""
 dwarf_art_a_4: "£unit_4£ Dwarf Catapult"
 dwarf_art_a_4DESCR: ""
 dwarf_art_b_4: "£unit_4£ Dwarf Trebuchet"
 dwarf_art_b_4DESCR: ""
 dwarf_inf_a_5: "£unit_5£ Dwarf Archer"
 dwarf_inf_a_5DESCR: ""
 dwarf_inf_b_5: "£unit_5£ Dwarf Warrior"
 dwarf_inf_b_5DESCR: ""
 dwarf_inf_c_5: "£unit_5£ Dwarf Spellcaster"
 dwarf_inf_c_5DESCR: ""
 dwarf_cav_a_5: "£unit_5£ Dwarf Light Cavalry"
 dwarf_cav_a_5DESCR: ""
 dwarf_cav_b_5: "£unit_5£ Dwarf Heavy Cavalry"
 dwarf_cav_b_5DESCR: ""
 dwarf_art_a_5: "£unit_5£ Dwarf Catapult"
 dwarf_art_a_5DESCR: ""
 dwarf_art_b_5: "£unit_5£ Dwarf Trebuchet"
 dwarf_art_b_5DESCR: ""

 dark_iron_dwarf_inf_a_1: "£unit_1£ Dark Dwarf Archer"
 dark_iron_dwarf_inf_a_1DESCR: ""
 dark_iron_dwarf_inf_b_1: "£unit_1£ Dark Dwarf Warrior"
 dark_iron_dwarf_inf_b_1DESCR: ""
 dark_iron_dwarf_inf_c_1: "£unit_1£ Dark Dwarf Spellcaster"
 dark_iron_dwarf_inf_c_1DESCR: ""
 dark_iron_dwarf_cav_a_1: "£unit_1£ Dark Dwarf Light Cavalry"
 dark_iron_dwarf_cav_a_1DESCR: ""
 dark_iron_dwarf_cav_b_1: "£unit_1£ Dark Dwarf Heavy Cavalry"
 dark_iron_dwarf_cav_b_1DESCR: ""
 dark_iron_dwarf_art_a_1: "£unit_1£ Dark Dwarf Catapult"
 dark_iron_dwarf_art_a_1DESCR: ""
 dark_iron_dwarf_art_b_1: "£unit_1£ Dark Dwarf Trebuchet"
 dark_iron_dwarf_art_b_1DESCR: ""
 dark_iron_dwarf_inf_a_2: "£unit_2£ Dark Dwarf Archer"
 dark_iron_dwarf_inf_a_2DESCR: ""
 dark_iron_dwarf_inf_b_2: "£unit_2£ Dark Dwarf Warrior"
 dark_iron_dwarf_inf_b_2DESCR: ""
 dark_iron_dwarf_inf_c_2: "£unit_2£ Dark Dwarf Spellcaster"
 dark_iron_dwarf_inf_c_2DESCR: ""
 dark_iron_dwarf_cav_a_2: "£unit_2£ Dark Dwarf Light Cavalry"
 dark_iron_dwarf_cav_a_2DESCR: ""
 dark_iron_dwarf_cav_b_2: "£unit_2£ Dark Dwarf Heavy Cavalry"
 dark_iron_dwarf_cav_b_2DESCR: ""
 dark_iron_dwarf_art_a_2: "£unit_2£ Dark Dwarf Catapult"
 dark_iron_dwarf_art_a_2DESCR: ""
 dark_iron_dwarf_art_b_2: "£unit_2£ Dark Dwarf Trebuchet"
 dark_iron_dwarf_art_b_2DESCR: ""
 dark_iron_dwarf_inf_a_3: "£unit_3£ Dark Dwarf Archer"
 dark_iron_dwarf_inf_a_3DESCR: ""
 dark_iron_dwarf_inf_b_3: "£unit_3£ Dark Dwarf Warrior"
 dark_iron_dwarf_inf_b_3DESCR: ""
 dark_iron_dwarf_inf_c_3: "£unit_3£ Dark Dwarf Spellcaster"
 dark_iron_dwarf_inf_c_3DESCR: ""
 dark_iron_dwarf_cav_a_3: "£unit_3£ Dark Dwarf Light Cavalry"
 dark_iron_dwarf_cav_a_3DESCR: ""
 dark_iron_dwarf_cav_b_3: "£unit_3£ Dark Dwarf Heavy Cavalry"
 dark_iron_dwarf_cav_b_3DESCR: ""
 dark_iron_dwarf_art_a_3: "£unit_3£ Dark Dwarf Catapult"
 dark_iron_dwarf_art_a_3DESCR: ""
 dark_iron_dwarf_art_b_3: "£unit_3£ Dark Dwarf Trebuchet"
 dark_iron_dwarf_art_b_3DESCR: ""
 dark_iron_dwarf_inf_a_4: "£unit_4£ Dark Dwarf Archer"
 dark_iron_dwarf_inf_a_4DESCR: ""
 dark_iron_dwarf_inf_b_4: "£unit_4£ Dark Dwarf Warrior"
 dark_iron_dwarf_inf_b_4DESCR: ""
 dark_iron_dwarf_inf_c_4: "£unit_4£ Dark Dwarf Spellcaster"
 dark_iron_dwarf_inf_c_4DESCR: ""
 dark_iron_dwarf_cav_a_4: "£unit_4£ Dark Dwarf Light Cavalry"
 dark_iron_dwarf_cav_a_4DESCR: ""
 dark_iron_dwarf_cav_b_4: "£unit_4£ Dark Dwarf Heavy Cavalry"
 dark_iron_dwarf_cav_b_4DESCR: ""
 dark_iron_dwarf_art_a_4: "£unit_4£ Dark Dwarf Catapult"
 dark_iron_dwarf_art_a_4DESCR: ""
 dark_iron_dwarf_art_b_4: "£unit_4£ Dark Dwarf Trebuchet"
 dark_iron_dwarf_art_b_4DESCR: ""
 dark_iron_dwarf_inf_a_5: "£unit_5£ Dark Dwarf Archer"
 dark_iron_dwarf_inf_a_5DESCR: ""
 dark_iron_dwarf_inf_b_5: "£unit_5£ Dark Dwarf Warrior"
 dark_iron_dwarf_inf_b_5DESCR: ""
 dark_iron_dwarf_inf_c_5: "£unit_5£ Dark Dwarf Spellcaster"
 dark_iron_dwarf_inf_c_5DESCR: ""
 dark_iron_dwarf_cav_a_5: "£unit_5£ Dark Dwarf Light Cavalry"
 dark_iron_dwarf_cav_a_5DESCR: ""
 dark_iron_dwarf_cav_b_5: "£unit_5£ Dark Dwarf Heavy Cavalry"
 dark_iron_dwarf_cav_b_5DESCR: ""
 dark_iron_dwarf_art_a_5: "£unit_5£ Dark Dwarf Catapult"
 dark_iron_dwarf_art_a_5DESCR: ""
 dark_iron_dwarf_art_b_5: "£unit_5£ Dark Dwarf Trebuchet"
 dark_iron_dwarf_art_b_5DESCR: ""

 dryad_inf_a_1: "£unit_1£ Dryad Archer"
 dryad_inf_a_1DESCR: ""
 dryad_inf_b_1: "£unit_1£ Dryad Warrior"
 dryad_inf_b_1DESCR: ""
 dryad_inf_c_1: "£unit_1£ Dryad Spellcaster"
 dryad_inf_c_1DESCR: ""
 dryad_cav_a_1: "£unit_1£ Dryad Light Cavalry"
 dryad_cav_a_1DESCR: ""
 dryad_cav_b_1: "£unit_1£ Dryad Heavy Cavalry"
 dryad_cav_b_1DESCR: ""
 dryad_art_a_1: "£unit_1£ Dryad Catapult"
 dryad_art_a_1DESCR: ""
 dryad_art_b_1: "£unit_1£ Dryad Trebuchet"
 dryad_art_b_1DESCR: ""
 dryad_inf_a_2: "£unit_2£ Dryad Archer"
 dryad_inf_a_2DESCR: ""
 dryad_inf_b_2: "£unit_2£ Dryad Warrior"
 dryad_inf_b_2DESCR: ""
 dryad_inf_c_2: "£unit_2£ Dryad Spellcaster"
 dryad_inf_c_2DESCR: ""
 dryad_cav_a_2: "£unit_2£ Dryad Light Cavalry"
 dryad_cav_a_2DESCR: ""
 dryad_cav_b_2: "£unit_2£ Dryad Heavy Cavalry"
 dryad_cav_b_2DESCR: ""
 dryad_art_a_2: "£unit_2£ Dryad Catapult"
 dryad_art_a_2DESCR: ""
 dryad_art_b_2: "£unit_2£ Dryad Trebuchet"
 dryad_art_b_2DESCR: ""
